block,RT,image,position,response,order,environment,condition,location,binary,label
57,272,bird14,12,1,3,bird,c,outdoor,1,
58,974,bird23,3,1,3,bird,c,outdoor,1,
59,441,bird09,17,-1,3,bird,c,outdoor,0,
60,381,bird11,15,-1,3,bird,c,outdoor,0,
61,118,mailbox09,17,-1,3,mailbox,c,outdoor,0,
62,198,mailbox03,23,1,3,mailbox,c,outdoor,1,
64,684,mailbox24,2,-1,3,mailbox,c,outdoor,0,
65,208,mailbox21,5,1,3,mailbox,c,outdoor,1,
66,2675,frog16,10,1,3,frog,c,outdoor,1,
67,834,frog02,24,1,3,frog,c,outdoor,1,
68,1135,frog06,20,-1,3,frog,c,outdoor,0,
69,2471,frog15,11,1,3,frog,c,outdoor,1,
70,987,frog13,13,-1,3,frog,c,outdoor,0,
71,905,cactus22,4,1,3,cactus,c,outdoor,1,
72,909,cactus08,18,1,3,cactus,c,outdoor,1,
73,171,cactus17,9,-1,3,cactus,c,outdoor,0,
74,857,cactus01,25,-1,3,cactus,c,outdoor,0,
75,762,cactus10,16,1,3,cactus,c,outdoor,1,
76,314,bottle02,24,-1,3,bottle,c,outdoor,0,
77,290,bottle23,3,-1,3,bottle,c,outdoor,0,
78,676,bottle03,23,-1,3,bottle,c,outdoor,0,
79,160,bottle13,13,-1,3,bottle,c,outdoor,0,
80,1397,bottle21,5,1,3,bottle,c,outdoor,1,
81,900,ashtray18,8,-1,3,ashtray,c,outdoor,0,
82,488,ashtray22,4,-1,3,ashtray,c,outdoor,0,
83,667,ashtray07,19,-1,3,ashtray,c,outdoor,0,
84,945,ashtray06,20,1,3,ashtray,c,outdoor,1,
85,526,ashtray25,1,-1,3,ashtray,c,outdoor,0,
86,383,mug05,21,-1,3,mug,c,outdoor,0,
87,411,mug14,12,-1,3,mug,c,outdoor,0,
88,539,mug12,14,-1,3,mug,c,outdoor,0,
89,304,mug09,17,-1,3,mug,c,outdoor,0,
90,26,mug04,22,-1,3,mug,c,outdoor,0,
91,851,axe15,11,1,3,axe,c,outdoor,1,
92,179,axe10,16,-1,3,axe,c,outdoor,0,
93,812,axe14,12,-1,3,axe,c,outdoor,0,
94,353,axe03,23,-1,3,axe,c,outdoor,0,
95,318,axe11,15,1,3,axe,c,outdoor,1,
96,697,package02,24,-1,3,package,c,outdoor,0,
97,1425,package20,6,-1,3,package,c,outdoor,0,
98,530,package09,17,-1,3,package,c,outdoor,0,
99,946,package25,1,1,3,package,c,outdoor,1,
100,522,package17,9,-1,3,package,c,outdoor,0,
1,1674,soap10,16,1,3,soap,c,indoor,1,
2,557,soap25,1,1,3,soap,c,indoor,1,
3,302,soap03,23,-1,3,soap,c,indoor,0,
4,355,soap15,11,1,3,soap,c,indoor,1,
5,399,soap06,20,1,3,soap,c,indoor,1,
6,562,microwave22,4,-1,3,microwave,c,indoor,0,
7,334,microwave05,21,-1,3,microwave,c,indoor,0,
8,680,microwave21,5,1,3,microwave,c,indoor,1,
9,957,microwave04,22,-1,3,microwave,c,indoor,0,
10,169,microwave13,13,-1,3,microwave,c,indoor,0,
11,718,lamp17,9,-1,3,lamp,c,indoor,0,
12,431,lamp09,17,1,3,lamp,c,indoor,1,
13,1151,lamp19,7,-1,3,lamp,c,indoor,0,
14,489,lamp08,18,1,3,lamp,c,indoor,1,
15,412,lamp24,2,-1,3,lamp,c,indoor,0,
16,650,firealarm18,8,1,3,firealarm,c,indoor,1,
17,911,firealarm03,23,1,3,firealarm,c,indoor,1,
18,1064,firealarm19,7,1,3,firealarm,c,indoor,1,
19,621,firealarm15,11,-1,3,firealarm,c,indoor,0,
20,367,firealarm02,24,1,3,firealarm,c,indoor,1,
21,880,candle07,19,-1,3,candle,c,indoor,0,
22,504,candle20,6,1,3,candle,c,indoor,1,
23,638,candle14,12,-1,3,candle,c,indoor,0,
24,545,candle08,18,-1,3,candle,c,indoor,0,
25,583,candle18,8,1,3,candle,c,indoor,1,
26,334,vase04,22,-1,3,vase,c,indoor,0,
27,733,vase25,1,-1,3,vase,c,indoor,0,
28,518,vase23,3,1,3,vase,c,indoor,1,
29,608,vase24,2,-1,3,vase,c,indoor,0,
30,223,vase17,9,1,3,vase,c,indoor,1,
31,345,kettle09,17,-1,3,kettle,c,indoor,0,
32,1437,kettle16,10,-1,3,kettle,c,indoor,0,
33,429,kettle17,9,-1,3,kettle,c,indoor,0,
34,417,kettle24,2,-1,3,kettle,c,indoor,0,
35,700,kettle20,6,-1,3,kettle,c,indoor,0,
36,250,dvdplayer07,19,1,3,dvdplayer,c,indoor,1,
37,426,dvdplayer05,21,-1,3,dvdplayer,c,indoor,0,
38,376,dvdplayer11,15,-1,3,dvdplayer,c,indoor,0,
39,1260,dvdplayer02,24,1,3,dvdplayer,c,indoor,1,
40,684,dvdplayer22,4,1,3,dvdplayer,c,indoor,1,
41,635,mouse01,25,1,3,mouse,c,indoor,1,
42,920,mouse03,23,-1,3,mouse,c,indoor,0,
43,708,mouse10,16,1,3,mouse,c,indoor,1,
44,360,mouse13,13,1,3,mouse,c,indoor,1,
45,377,mouse06,20,-1,3,mouse,c,indoor,0,
46,510,pottedplant18,8,-1,3,pottedplant,c,indoor,0,
47,798,pottedplant05,21,-1,3,pottedplant,c,indoor,0,
48,295,pottedplant24,2,1,3,pottedplant,c,indoor,1,
49,845,pottedplant25,1,-1,3,pottedplant,c,indoor,0,
50,546,pottedplant11,15,1,3,pottedplant,c,indoor,1,
51,879,pitchfork22,4,1,3,pitchfork,c,outdoor,1,
52,434,pitchfork17,9,-1,3,pitchfork,c,outdoor,0,
53,1520,pitchfork16,10,-1,3,pitchfork,c,outdoor,0,
54,658,pitchfork13,13,1,3,pitchfork,c,outdoor,1,
55,933,pitchfork04,22,-1,3,pitchfork,c,outdoor,0,
56,1195,bird12,14,-1,3,bird,c,outdoor,0,
57,410,bird14,12,1,3,bird,c,outdoor,1,
58,1461,bird23,3,-1,3,bird,c,outdoor,0,
59,718,bird09,17,-1,3,bird,c,outdoor,0,
60,566,bird11,15,1,3,bird,c,outdoor,1,
61,1518,mailbox09,17,1,3,mailbox,c,outdoor,1,
62,402,mailbox03,23,1,3,mailbox,c,outdoor,1,
63,808,mailbox23,3,-1,3,mailbox,c,outdoor,0,
64,732,mailbox24,2,-1,3,mailbox,c,outdoor,0,
65,784,mailbox21,5,1,3,mailbox,c,outdoor,1,
66,269,frog16,10,-1,3,frog,c,outdoor,0,
67,1094,frog02,24,1,3,frog,c,outdoor,1,
68,1070,frog06,20,-1,3,frog,c,outdoor,0,
69,1376,frog15,11,-1,3,frog,c,outdoor,0,
70,1042,frog13,13,1,3,frog,c,outdoor,1,
71,267,cactus22,4,1,3,cactus,c,outdoor,1,
72,450,cactus08,18,-1,3,cactus,c,outdoor,0,
73,897,cactus17,9,-1,3,cactus,c,outdoor,0,
74,262,cactus01,25,-1,3,cactus,c,outdoor,0,
75,850,cactus10,16,-1,3,cactus,c,outdoor,0,
76,274,bottle02,24,1,3,bottle,c,outdoor,1,
77,1579,bottle23,3,-1,3,bottle,c,outdoor,0,
78,981,bottle03,23,-1,3,bottle,c,outdoor,0,
79,680,bottle13,13,1,3,bottle,c,outdoor,1,
80,1622,bottle21,5,-1,3,bottle,c,outdoor,0,
81,783,ashtray18,8,-1,3,ashtray,c,outdoor,0,
82,1027,ashtray22,4,1,3,ashtray,c,outdoor,1,
83,534,ashtray07,19,1,3,ashtray,c,outdoor,1,
84,774,ashtray06,20,1,3,ashtray,c,outdoor,1,
85,1210,ashtray25,1,1,3,ashtray,c,outdoor,1,
86,1546,mug05,21,-1,3,mug,c,outdoor,0,
87,1047,mug14,12,-1,3,mug,c,outdoor,0,
88,1520,mug12,14,-1,3,mug,c,outdoor,0,
89,1295,mug09,17,-1,3,mug,c,outdoor,0,
90,1082,mug04,22,-1,3,mug,c,outdoor,0,
91,521,axe15,11,1,3,axe,c,outdoor,1,
92,546,axe10,16,-1,3,axe,c,outdoor,0,
93,637,axe14,12,-1,3,axe,c,outdoor,0,
94,196,axe03,23,1,3,axe,c,outdoor,1,
95,776,axe11,15,-1,3,axe,c,outdoor,0,
96,775,package02,24,-1,3,package,c,outdoor,0,
97,1668,package20,6,1,3,package,c,outdoor,1,
98,1669,package09,17,-1,3,package,c,outdoor,0,
99,614,package25,1,1,3,package,c,outdoor,1,
100,1013,package17,9,-1,3,package,c,outdoor,0,
1,420,soap10,16,1,3,soap,c,indoor,1,
2,49,soap25,1,1,3,soap,c,indoor,1,
3,967,soap03,23,1,3,soap,c,indoor,1,
4,430,soap15,11,-1,3,soap,c,indoor,0,
5,295,soap06,20,1,3,soap,c,indoor,1,
6,349,microwave22,4,1,3,microwave,c,indoor,1,
7,745,microwave05,21,-1,3,microwave,c,indoor,0,
8,398,microwave21,5,1,3,microwave,c,indoor,1,
9,196,microwave04,22,1,3,microwave,c,indoor,1,
10,1132,microwave13,13,1,3,microwave,c,indoor,1,
11,390,lamp17,9,1,3,lamp,c,indoor,1,
12,820,lamp09,17,-1,3,lamp,c,indoor,0,
13,480,lamp19,7,-1,3,lamp,c,indoor,0,
14,529,lamp08,18,1,3,lamp,c,indoor,1,
16,742,firealarm18,8,-1,3,firealarm,c,indoor,0,
17,161,firealarm03,23,1,3,firealarm,c,indoor,1,
18,236,firealarm19,7,-1,3,firealarm,c,indoor,0,
19,23,firealarm15,11,-1,3,firealarm,c,indoor,0,
20,253,firealarm02,24,-1,3,firealarm,c,indoor,0,
21,207,candle07,19,1,3,candle,c,indoor,1,
22,1366,candle20,6,-1,3,candle,c,indoor,0,
23,513,candle14,12,1,3,candle,c,indoor,1,
24,335,candle08,18,-1,3,candle,c,indoor,0,
25,553,candle18,8,1,3,candle,c,indoor,1,
26,367,vase04,22,-1,3,vase,c,indoor,0,
27,579,vase25,1,1,3,vase,c,indoor,1,
28,170,vase23,3,-1,3,vase,c,indoor,0,
29,310,vase24,2,1,3,vase,c,indoor,1,
30,555,vase17,9,-1,3,vase,c,indoor,0,
31,417,kettle09,17,-1,3,kettle,c,indoor,0,
32,17,kettle16,10,1,3,kettle,c,indoor,1,
33,187,kettle17,9,1,3,kettle,c,indoor,1,
34,620,kettle24,2,-1,3,kettle,c,indoor,0,
35,6,kettle20,6,1,3,kettle,c,indoor,1,
36,176,dvdplayer07,19,1,3,dvdplayer,c,indoor,1,
37,248,dvdplayer05,21,-1,3,dvdplayer,c,indoor,0,
38,405,dvdplayer11,15,-1,3,dvdplayer,c,indoor,0,
39,1657,dvdplayer02,24,1,3,dvdplayer,c,indoor,1,
40,248,dvdplayer22,4,1,3,dvdplayer,c,indoor,1,
41,426,mouse01,25,-1,3,mouse,c,indoor,0,
42,292,mouse03,23,1,3,mouse,c,indoor,1,
43,392,mouse10,16,-1,3,mouse,c,indoor,0,
44,450,mouse13,13,1,3,mouse,c,indoor,1,
45,361,mouse06,20,-1,3,mouse,c,indoor,0,
46,157,pottedplant18,8,1,3,pottedplant,c,indoor,1,
47,390,pottedplant05,21,1,3,pottedplant,c,indoor,1,
48,4,pottedplant24,2,1,3,pottedplant,c,indoor,1,
49,191,pottedplant25,1,-1,3,pottedplant,c,indoor,0,
50,108,pottedplant11,15,1,3,pottedplant,c,indoor,1,
51,300,pitchfork22,4,1,3,pitchfork,c,outdoor,1,
52,628,pitchfork17,9,1,3,pitchfork,c,outdoor,1,
53,342,pitchfork16,10,-1,3,pitchfork,c,outdoor,0,
54,395,pitchfork13,13,1,3,pitchfork,c,outdoor,1,
55,90,pitchfork04,22,-1,3,pitchfork,c,outdoor,0,
56,242,bird12,14,1,3,bird,c,outdoor,1,
57,457,bird14,12,1,3,bird,c,outdoor,1,
58,418,bird23,3,-1,3,bird,c,outdoor,0,
59,262,bird09,17,-1,3,bird,c,outdoor,0,
60,258,bird11,15,1,3,bird,c,outdoor,1,
61,155,mailbox09,17,-1,3,mailbox,c,outdoor,0,
62,307,mailbox03,23,1,3,mailbox,c,outdoor,1,
63,254,mailbox23,3,1,3,mailbox,c,outdoor,1,
64,313,mailbox24,2,1,3,mailbox,c,outdoor,1,
65,260,mailbox21,5,1,3,mailbox,c,outdoor,1,
66,397,frog16,10,1,3,frog,c,outdoor,1,
67,246,frog02,24,-1,3,frog,c,outdoor,0,
68,439,frog06,20,1,3,frog,c,outdoor,1,
69,29,frog15,11,1,3,frog,c,outdoor,1,
70,419,frog13,13,-1,3,frog,c,outdoor,0,
71,505,cactus22,4,1,3,cactus,c,outdoor,1,
72,145,cactus08,18,1,3,cactus,c,outdoor,1,
73,221,cactus17,9,1,3,cactus,c,outdoor,1,
74,685,cactus01,25,-1,3,cactus,c,outdoor,0,
75,346,cactus10,16,-1,3,cactus,c,outdoor,0,
76,279,bottle02,24,1,3,bottle,c,outdoor,1,
77,718,bottle23,3,1,3,bottle,c,outdoor,1,
78,355,bottle03,23,1,3,bottle,c,outdoor,1,
79,496,bottle13,13,1,3,bottle,c,outdoor,1,
80,401,bottle21,5,1,3,bottle,c,outdoor,1,
81,483,ashtray18,8,1,3,ashtray,c,outdoor,1,
82,406,ashtray22,4,-1,3,ashtray,c,outdoor,0,
83,431,ashtray07,19,1,3,ashtray,c,outdoor,1,
84,613,ashtray06,20,-1,3,ashtray,c,outdoor,0,
85,210,ashtray25,1,1,3,ashtray,c,outdoor,1,
86,1656,mug05,21,1,3,mug,c,outdoor,1,
87,270,mug14,12,1,3,mug,c,outdoor,1,
88,331,mug12,14,-1,3,mug,c,outdoor,0,
89,283,mug09,17,1,3,mug,c,outdoor,1,
90,374,mug04,22,1,3,mug,c,outdoor,1,
91,769,axe15,11,1,3,axe,c,outdoor,1,
92,367,axe10,16,1,3,axe,c,outdoor,1,
93,1786,axe14,12,1,3,axe,c,outdoor,1,
94,351,axe03,23,1,3,axe,c,outdoor,1,
95,342,axe11,15,1,3,axe,c,outdoor,1,
96,473,package02,24,-1,3,package,c,outdoor,0,
97,538,package20,6,1,3,package,c,outdoor,1,
98,52,package09,17,1,3,package,c,outdoor,1,
99,427,package25,1,1,3,package,c,outdoor,1,
100,426,package17,9,1,3,package,c,outdoor,1,
1,417,soap10,16,1,3,soap,c,indoor,1,
2,440,soap25,1,1,3,soap,c,indoor,1,
3,1607,soap03,23,-1,3,soap,c,indoor,0,
4,504,soap15,11,-1,3,soap,c,indoor,0,
5,880,soap06,20,-1,3,soap,c,indoor,0,
6,231,microwave22,4,1,3,microwave,c,indoor,1,
7,331,microwave05,21,-1,3,microwave,c,indoor,0,
8,240,microwave21,5,-1,3,microwave,c,indoor,0,
9,939,microwave04,22,-1,3,microwave,c,indoor,0,
10,450,microwave13,13,-1,3,microwave,c,indoor,0,
11,593,lamp17,9,1,3,lamp,c,indoor,1,
12,1173,lamp09,17,1,3,lamp,c,indoor,1,
13,736,lamp19,7,1,3,lamp,c,indoor,1,
14,207,lamp08,18,-1,3,lamp,c,indoor,0,
15,355,lamp24,2,1,3,lamp,c,indoor,1,
16,1791,firealarm18,8,1,3,firealarm,c,indoor,1,
17,192,firealarm03,23,1,3,firealarm,c,indoor,1,
18,871,firealarm19,7,1,3,firealarm,c,indoor,1,
19,223,firealarm15,11,1,3,firealarm,c,indoor,1,
20,472,firealarm02,24,1,3,firealarm,c,indoor,1,
21,196,candle07,19,-1,3,candle,c,indoor,0,
22,263,candle20,6,1,3,candle,c,indoor,1,
23,349,candle14,12,1,3,candle,c,indoor,1,
24,652,candle08,18,1,3,candle,c,indoor,1,
25,956,candle18,8,1,3,candle,c,indoor,1,
26,526,vase04,22,-1,3,vase,c,indoor,0,
27,540,vase25,1,1,3,vase,c,indoor,1,
28,528,vase23,3,1,3,vase,c,indoor,1,
29,785,vase24,2,-1,3,vase,c,indoor,0,
30,1090,vase17,9,-1,3,vase,c,indoor,0,
31,848,kettle09,17,-1,3,kettle,c,indoor,0,
32,471,kettle16,10,1,3,kettle,c,indoor,1,
33,992,kettle17,9,1,3,kettle,c,indoor,1,
34,937,kettle24,2,1,3,kettle,c,indoor,1,
35,507,kettle20,6,-1,3,kettle,c,indoor,0,
36,215,dvdplayer07,19,-1,3,dvdplayer,c,indoor,0,
37,969,dvdplayer05,21,-1,3,dvdplayer,c,indoor,0,
38,585,dvdplayer11,15,-1,3,dvdplayer,c,indoor,0,
39,227,dvdplayer02,24,-1,3,dvdplayer,c,indoor,0,
40,208,dvdplayer22,4,-1,3,dvdplayer,c,indoor,0,
41,519,mouse01,25,1,3,mouse,c,indoor,1,
42,1332,mouse03,23,-1,3,mouse,c,indoor,0,
43,226,mouse10,16,-1,3,mouse,c,indoor,0,
44,1337,mouse13,13,-1,3,mouse,c,indoor,0,
45,342,mouse06,20,-1,3,mouse,c,indoor,0,
46,1108,pottedplant18,8,1,3,pottedplant,c,indoor,1,
47,520,pottedplant05,21,-1,3,pottedplant,c,indoor,0,
48,749,pottedplant24,2,1,3,pottedplant,c,indoor,1,
49,246,pottedplant25,1,1,3,pottedplant,c,indoor,1,
50,386,pottedplant11,15,1,3,pottedplant,c,indoor,1,
51,694,pitchfork22,4,-1,3,pitchfork,c,outdoor,0,
52,1026,pitchfork17,9,-1,3,pitchfork,c,outdoor,0,
53,450,pitchfork16,10,-1,3,pitchfork,c,outdoor,0,
54,233,pitchfork13,13,-1,3,pitchfork,c,outdoor,0,
55,334,pitchfork04,22,1,3,pitchfork,c,outdoor,1,
56,1338,bird12,14,-1,3,bird,c,outdoor,0,
57,458,bird14,12,1,3,bird,c,outdoor,1,
58,550,bird23,3,1,3,bird,c,outdoor,1,
59,1465,bird09,17,-1,3,bird,c,outdoor,0,
60,495,bird11,15,1,3,bird,c,outdoor,1,
61,1203,mailbox09,17,1,3,mailbox,c,outdoor,1,
62,613,mailbox03,23,-1,3,mailbox,c,outdoor,0,
63,2177,mailbox23,3,1,3,mailbox,c,outdoor,1,
64,458,mailbox24,2,1,3,mailbox,c,outdoor,1,
65,288,mailbox21,5,1,3,mailbox,c,outdoor,1,
66,204,frog16,10,1,3,frog,c,outdoor,1,
67,356,frog02,24,1,3,frog,c,outdoor,1,
68,576,frog06,20,1,3,frog,c,outdoor,1,
69,745,frog15,11,1,3,frog,c,outdoor,1,
70,1051,frog13,13,1,3,frog,c,outdoor,1,
71,2232,cactus22,4,-1,3,cactus,c,outdoor,0,
72,641,cactus08,18,1,3,cactus,c,outdoor,1,
73,469,cactus17,9,-1,3,cactus,c,outdoor,0,
74,883,cactus01,25,-1,3,cactus,c,outdoor,0,
75,1484,cactus10,16,-1,3,cactus,c,outdoor,0,
76,190,bottle02,24,-1,3,bottle,c,outdoor,0,
77,1276,bottle23,3,1,3,bottle,c,outdoor,1,
78,1176,bottle03,23,1,3,bottle,c,outdoor,1,
79,456,bottle13,13,1,3,bottle,c,outdoor,1,
80,512,bottle21,5,1,3,bottle,c,outdoor,1,
81,298,ashtray18,8,-1,3,ashtray,c,outdoor,0,
82,965,ashtray22,4,-1,3,ashtray,c,outdoor,0,
83,628,ashtray07,19,1,3,ashtray,c,outdoor,1,
84,281,ashtray06,20,-1,3,ashtray,c,outdoor,0,
85,852,ashtray25,1,1,3,ashtray,c,outdoor,1,
86,1148,mug05,21,1,3,mug,c,outdoor,1,
87,438,mug14,12,1,3,mug,c,outdoor,1,
88,1321,mug12,14,1,3,mug,c,outdoor,1,
89,885,mug09,17,-1,3,mug,c,outdoor,0,
90,599,mug04,22,-1,3,mug,c,outdoor,0,
91,610,axe15,11,-1,3,axe,c,outdoor,0,
92,287,axe10,16,1,3,axe,c,outdoor,1,
93,345,axe14,12,1,3,axe,c,outdoor,1,
94,234,axe03,23,1,3,axe,c,outdoor,1,
95,224,axe11,15,1,3,axe,c,outdoor,1,
96,1740,package02,24,-1,3,package,c,outdoor,0,
97,251,package20,6,-1,3,package,c,outdoor,0,
98,219,package09,17,-1,3,package,c,outdoor,0,
99,411,package25,1,1,3,package,c,outdoor,1,
100,590,package17,9,1,3,package,c,outdoor,1,
1,505,soap13,13,-1,4,soap,c,indoor,0,
2,359,soap18,8,-1,4,soap,c,indoor,0,
3,193,soap12,14,1,4,soap,c,indoor,1,
4,1243,soap24,2,1,4,soap,c,indoor,1,
5,160,soap07,19,-1,4,soap,c,indoor,0,
6,240,microwave06,20,1,4,microwave,c,indoor,1,
7,392,microwave18,8,-1,4,microwave,c,indoor,0,
8,266,microwave25,1,1,4,microwave,c,indoor,1,
9,21,microwave09,17,1,4,microwave,c,indoor,1,
10,905,microwave03,23,1,4,microwave,c,indoor,1,
11,349,lamp10,16,1,4,lamp,c,indoor,1,
12,1296,lamp01,25,1,4,lamp,c,indoor,1,
13,11,lamp11,15,1,4,lamp,c,indoor,1,
14,108,lamp23,3,-1,4,lamp,c,indoor,0,
15,898,lamp16,10,1,4,lamp,c,indoor,1,
16,653,firealarm16,10,1,4,firealarm,c,indoor,1,
17,227,firealarm25,1,-1,4,firealarm,c,indoor,0,
18,453,firealarm23,3,-1,4,firealarm,c,indoor,0,
19,218,firealarm24,2,1,4,firealarm,c,indoor,1,
20,75,firealarm14,12,1,4,firealarm,c,indoor,1,
21,60,candle21,5,-1,4,candle,c,indoor,0,
22,185,candle03,23,-1,4,candle,c,indoor,0,
24,31,candle04,22,-1,4,candle,c,indoor,0,
25,1100,candle13,13,1,4,candle,c,indoor,1,
26,397,vase01,25,-1,4,vase,c,indoor,0,
27,527,vase06,20,-1,4,vase,c,indoor,0,
28,273,vase21,5,1,4,vase,c,indoor,1,
29,67,vase19,7,1,4,vase,c,indoor,1,
30,220,vase07,19,-1,4,vase,c,indoor,0,
31,216,kettle14,12,-1,4,kettle,c,indoor,0,
32,17,kettle15,11,1,4,kettle,c,indoor,1,
33,898,kettle02,24,1,4,kettle,c,indoor,1,
34,1019,kettle05,21,-1,4,kettle,c,indoor,0,
35,294,kettle03,23,-1,4,kettle,c,indoor,0,
37,18,dvdplayer08,18,1,4,dvdplayer,c,indoor,1,
38,1122,dvdplayer16,10,1,4,dvdplayer,c,indoor,1,
39,570,dvdplayer18,8,-1,4,dvdplayer,c,indoor,0,
40,250,dvdplayer06,20,1,4,dvdplayer,c,indoor,1,
41,151,mouse07,19,1,4,mouse,c,indoor,1,
42,75,mouse23,3,-1,4,mouse,c,indoor,0,
43,797,mouse15,11,-1,4,mouse,c,indoor,0,
44,523,mouse22,4,1,4,mouse,c,indoor,1,
45,78,mouse05,21,1,4,mouse,c,indoor,1,
46,107,pottedplant08,18,-1,4,pottedplant,c,indoor,0,
47,48,pottedplant14,12,1,4,pottedplant,c,indoor,1,
48,429,pottedplant21,5,-1,4,pottedplant,c,indoor,0,
49,342,pottedplant19,7,-1,4,pottedplant,c,indoor,0,
50,1174,pottedplant01,25,1,4,pottedplant,c,indoor,1,
51,296,pitchfork05,21,-1,4,pitchfork,c,outdoor,0,
52,113,pitchfork02,24,1,4,pitchfork,c,outdoor,1,
53,442,pitchfork09,17,-1,4,pitchfork,c,outdoor,0,
54,59,pitchfork15,11,-1,4,pitchfork,c,outdoor,0,
55,670,pitchfork20,6,-1,4,pitchfork,c,outdoor,0,
56,1,bird03,23,-1,4,bird,c,outdoor,0,
57,267,bird01,25,-1,4,bird,c,outdoor,0,
58,515,bird24,2,-1,4,bird,c,outdoor,0,
59,356,bird25,1,-1,4,bird,c,outdoor,0,
60,549,bird06,20,1,4,bird,c,outdoor,1,
61,1005,mailbox19,7,1,4,mailbox,c,outdoor,1,
62,254,mailbox18,8,-1,4,mailbox,c,outdoor,0,
63,727,mailbox22,4,-1,4,mailbox,c,outdoor,0,
64,118,mailbox17,9,-1,4,mailbox,c,outdoor,0,
65,96,mailbox14,12,-1,4,mailbox,c,outdoor,0,
66,137,frog12,14,-1,4,frog,c,outdoor,0,
67,36,frog18,8,-1,4,frog,c,outdoor,0,
68,190,frog10,16,-1,4,frog,c,outdoor,0,
69,117,frog23,3,1,4,frog,c,outdoor,1,
70,128,frog21,5,-1,4,frog,c,outdoor,0,
71,237,cactus20,6,-1,4,cactus,c,outdoor,0,
72,314,cactus03,23,1,4,cactus,c,outdoor,1,
73,679,cactus19,7,-1,4,cactus,c,outdoor,0,
74,197,cactus24,2,1,4,cactus,c,outdoor,1,
75,170,cactus04,22,-1,4,cactus,c,outdoor,0,
76,78,bottle07,19,-1,4,bottle,c,outdoor,0,
77,752,bottle17,9,-1,4,bottle,c,outdoor,0,
78,43,bottle09,17,1,4,bottle,c,outdoor,1,
79,292,bottle15,11,-1,4,bottle,c,outdoor,0,
80,416,bottle01,25,1,4,bottle,c,outdoor,1,
81,207,ashtray05,21,-1,4,ashtray,c,outdoor,0,
82,159,ashtray15,11,1,4,ashtray,c,outdoor,1,
83,185,ashtray01,25,1,4,ashtray,c,outdoor,1,
84,49,ashtray02,24,-1,4,ashtray,c,outdoor,0,
85,335,ashtray13,13,1,4,ashtray,c,outdoor,1,
86,147,mug20,6,-1,4,mug,c,outdoor,0,
87,212,mug07,19,-1,4,mug,c,outdoor,0,
88,59,mug25,1,-1,4,mug,c,outdoor,0,
89,274,mug10,16,-1,4,mug,c,outdoor,0,
90,103,mug23,3,1,4,mug,c,outdoor,1,
91,161,axe21,5,-1,4,axe,c,outdoor,0,
92,270,axe25,1,1,4,axe,c,outdoor,1,
93,390,axe18,8,-1,4,axe,c,outdoor,0,
94,338,axe23,3,-1,4,axe,c,outdoor,0,
95,153,axe19,7,1,4,axe,c,outdoor,1,
96,15,package13,13,1,4,package,c,outdoor,1,
97,132,package16,10,1,4,package,c,outdoor,1,
98,187,package10,16,-1,4,package,c,outdoor,0,
99,318,package24,2,1,4,package,c,outdoor,1,
100,635,package01,25,1,4,package,c,outdoor,1,
1,539,soap13,13,-1,4,soap,c,indoor,0,
2,432,soap18,8,-1,4,soap,c,indoor,0,
3,1939,soap12,14,1,4,soap,c,indoor,1,
4,72,soap24,2,-1,4,soap,c,indoor,0,
5,308,soap07,19,-1,4,soap,c,indoor,0,
6,184,microwave06,20,-1,4,microwave,c,indoor,0,
7,252,microwave18,8,-1,4,microwave,c,indoor,0,
8,439,microwave25,1,1,4,microwave,c,indoor,1,
9,705,microwave09,17,1,4,microwave,c,indoor,1,
10,455,microwave03,23,-1,4,microwave,c,indoor,0,
11,144,lamp10,16,-1,4,lamp,c,indoor,0,
12,202,lamp01,25,1,4,lamp,c,indoor,1,
13,671,lamp11,15,1,4,lamp,c,indoor,1,
14,142,lamp23,3,1,4,lamp,c,indoor,1,
15,1111,lamp16,10,-1,4,lamp,c,indoor,0,
16,881,firealarm16,10,-1,4,firealarm,c,indoor,0,
17,857,firealarm25,1,-1,4,firealarm,c,indoor,0,
18,413,firealarm23,3,1,4,firealarm,c,indoor,1,
19,58,firealarm24,2,1,4,firealarm,c,indoor,1,
20,257,firealarm14,12,-1,4,firealarm,c,indoor,0,
21,899,candle21,5,-1,4,candle,c,indoor,0,
22,139,candle03,23,1,4,candle,c,indoor,1,
23,284,candle19,7,-1,4,candle,c,indoor,0,
24,1136,candle04,22,-1,4,candle,c,indoor,0,
25,491,candle13,13,-1,4,candle,c,indoor,0,
26,57,vase01,25,-1,4,vase,c,indoor,0,
27,340,vase06,20,-1,4,vase,c,indoor,0,
28,485,vase21,5,1,4,vase,c,indoor,1,
29,244,vase19,7,1,4,vase,c,indoor,1,
30,256,vase07,19,-1,4,vase,c,indoor,0,
31,1053,kettle14,12,1,4,kettle,c,indoor,1,
32,473,kettle15,11,-1,4,kettle,c,indoor,0,
33,192,kettle02,24,-1,4,kettle,c,indoor,0,
34,691,kettle05,21,1,4,kettle,c,indoor,1,
35,294,kettle03,23,1,4,kettle,c,indoor,1,
36,1227,dvdplayer01,25,1,4,dvdplayer,c,indoor,1,
37,407,dvdplayer08,18,-1,4,dvdplayer,c,indoor,0,
38,1339,dvdplayer16,10,-1,4,dvdplayer,c,indoor,0,
39,357,dvdplayer18,8,1,4,dvdplayer,c,indoor,1,
