block,RT,image,position,response,order,environment,condition,location,binary,label
39,374,dvdplayer02,24,-1,1,dvdplayer,a,indoor,0,dvdplayer
41,993,mouse14,12,1,1,mouse,a,indoor,1,mouse
42,1496,mouse24,2,1,1,mouse,a,indoor,1,mouse
43,537,mouse09,17,1,1,mouse,a,indoor,1,mouse
44,2,mouse10,16,1,1,mouse,a,indoor,1,mouse
45,1346,mouse06,20,1,1,mouse,a,indoor,1,mouse
46,895,pottedplant16,10,-1,1,pottedplant,a,indoor,0,pottedplant
47,552,pottedplant18,8,1,1,pottedplant,a,indoor,1,pottedplant
48,538,pottedplant07,19,-1,1,pottedplant,a,indoor,0,pottedplant
49,1124,pottedplant15,11,1,1,pottedplant,a,indoor,1,pottedplant
50,107,pottedplant08,18,-1,1,pottedplant,a,indoor,0,pottedplant
51,564,pitchfork20,6,-1,1,pitchfork,a,outdoor,0,pitchfork
52,1485,pitchfork04,22,-1,1,pitchfork,a,outdoor,0,pitchfork
53,542,pitchfork22,4,1,1,pitchfork,a,outdoor,1,pitchfork
54,43,pitchfork18,8,1,1,pitchfork,a,outdoor,1,pitchfork
56,957,bird15,11,-1,1,bird,a,outdoor,0,bird
57,1001,bird19,7,-1,1,bird,a,outdoor,0,bird
58,960,bird01,25,-1,1,bird,a,outdoor,0,bird
59,745,bird23,3,1,1,bird,a,outdoor,1,bird
60,538,bird08,18,1,1,bird,a,outdoor,1,bird
62,1709,mailbox06,20,1,1,mailbox,a,outdoor,1,mailbox
64,1629,mailbox12,14,-1,1,mailbox,a,outdoor,0,mailbox
65,2760,mailbox21,5,1,1,mailbox,a,outdoor,1,mailbox
66,894,frog24,2,1,1,frog,a,outdoor,1,frog
67,600,frog16,10,1,1,frog,a,outdoor,1,frog
68,484,frog05,21,1,1,frog,a,outdoor,1,frog
69,209,frog25,1,-1,1,frog,a,outdoor,0,frog
70,576,frog03,23,1,1,frog,a,outdoor,1,frog
71,2521,cactus07,19,1,1,cactus,a,outdoor,1,cactus
72,1448,cactus13,13,1,1,cactus,a,outdoor,1,cactus
73,850,cactus10,16,1,1,cactus,a,outdoor,1,cactus
74,894,cactus17,9,-1,1,cactus,a,outdoor,0,cactus
75,2399,cactus02,24,-1,1,cactus,a,outdoor,0,cactus
76,2752,bottle22,4,1,1,bottle,a,outdoor,1,bottle
77,1024,bottle24,2,1,1,bottle,a,outdoor,1,bottle
79,903,bottle25,1,1,1,bottle,a,outdoor,1,bottle
80,1561,bottle06,20,1,1,bottle,a,outdoor,1,bottle
81,109,ashtray17,9,1,1,ashtray,a,outdoor,1,ashtray
82,1060,ashtray09,17,-1,1,ashtray,a,outdoor,0,ashtray
83,931,ashtray01,25,-1,1,ashtray,a,outdoor,0,ashtray
84,1241,ashtray12,14,-1,1,ashtray,a,outdoor,0,ashtray
85,934,ashtray08,18,-1,1,ashtray,a,outdoor,0,ashtray
86,1356,mug07,19,1,1,mug,a,outdoor,1,mug
87,1606,mug13,13,-1,1,mug,a,outdoor,0,mug
88,536,mug18,8,1,1,mug,a,outdoor,1,mug
89,2072,mug16,10,-1,1,mug,a,outdoor,0,mug
90,1713,mug04,22,1,1,mug,a,outdoor,1,mug
91,960,axe10,16,-1,1,axe,a,outdoor,0,axe
92,1134,axe11,15,-1,1,axe,a,outdoor,0,axe
93,568,axe05,21,-1,1,axe,a,outdoor,0,axe
94,993,axe02,24,1,1,axe,a,outdoor,1,axe
95,658,axe15,11,1,1,axe,a,outdoor,1,axe
96,709,package23,3,1,1,package,a,outdoor,1,package
97,387,package21,5,1,1,package,a,outdoor,1,package
98,1115,package19,7,-1,1,package,a,outdoor,0,package
99,1727,package14,12,-1,1,package,a,outdoor,0,package
1,2532,soap18,8,-1,1,soap,a,indoor,0,soap
2,144,soap24,2,1,1,soap,a,indoor,1,soap
3,569,soap03,23,1,1,soap,a,indoor,1,soap
4,486,soap09,17,1,1,soap,a,indoor,1,soap
5,1,soap05,21,1,1,soap,a,indoor,1,soap
6,167,microwave10,16,-1,1,microwave,a,indoor,0,microwave
7,2272,microwave21,5,1,1,microwave,a,indoor,1,microwave
8,1060,microwave23,3,-1,1,microwave,a,indoor,0,microwave
9,680,microwave02,24,1,1,microwave,a,indoor,1,microwave
10,671,microwave08,18,-1,1,microwave,a,indoor,0,microwave
11,2024,lamp14,12,1,1,lamp,a,indoor,1,lamp
12,1113,lamp04,22,-1,1,lamp,a,indoor,0,lamp
14,651,lamp20,6,1,1,lamp,a,indoor,1,lamp
15,229,lamp15,11,-1,1,lamp,a,indoor,0,lamp
16,80,firealarm22,4,1,1,firealarm,a,indoor,1,firealarm
17,134,firealarm12,14,-1,1,firealarm,a,indoor,0,firealarm
18,72,firealarm07,19,-1,1,firealarm,a,indoor,0,firealarm
19,234,firealarm19,7,1,1,firealarm,a,indoor,1,firealarm
20,107,firealarm01,25,-1,1,firealarm,a,indoor,0,firealarm
21,74,candle11,15,1,1,candle,a,indoor,1,candle
23,796,candle06,20,-1,1,candle,a,indoor,0,candle
24,1689,candle16,10,-1,1,candle,a,indoor,0,candle
25,56,candle13,13,-1,1,candle,a,indoor,0,candle
26,97,vase25,1,-1,1,vase,a,indoor,0,vase
27,89,vase17,9,1,1,vase,a,indoor,1,vase
28,894,vase21,5,-1,1,vase,a,indoor,0,vase
29,7,vase22,4,1,1,vase,a,indoor,1,vase
30,113,vase04,22,1,1,vase,a,indoor,1,vase
32,158,kettle19,7,1,1,kettle,a,indoor,1,kettle
33,548,kettle23,3,-1,1,kettle,a,indoor,0,kettle
34,126,kettle03,23,-1,1,kettle,a,indoor,0,kettle
36,60,dvdplayer11,15,-1,1,dvdplayer,a,indoor,0,dvdplayer
37,173,dvdplayer20,6,-1,1,dvdplayer,a,indoor,0,dvdplayer
38,188,dvdplayer13,13,1,1,dvdplayer,a,indoor,1,dvdplayer
39,1212,dvdplayer02,24,-1,1,dvdplayer,a,indoor,0,dvdplayer
40,119,dvdplayer05,21,1,1,dvdplayer,a,indoor,1,dvdplayer
41,329,mouse14,12,1,1,mouse,a,indoor,1,mouse
42,162,mouse24,2,-1,1,mouse,a,indoor,0,mouse
43,935,mouse09,17,-1,1,mouse,a,indoor,0,mouse
44,517,mouse10,16,1,1,mouse,a,indoor,1,mouse
45,866,mouse06,20,-1,1,mouse,a,indoor,0,mouse
46,556,pottedplant16,10,1,1,pottedplant,a,indoor,1,pottedplant
47,1834,pottedplant18,8,-1,1,pottedplant,a,indoor,0,pottedplant
48,2683,pottedplant07,19,-1,1,pottedplant,a,indoor,0,pottedplant
49,576,pottedplant15,11,-1,1,pottedplant,a,indoor,0,pottedplant
50,203,pottedplant08,18,-1,1,pottedplant,a,indoor,0,pottedplant
51,1820,pitchfork20,6,-1,1,pitchfork,a,outdoor,0,pitchfork
52,526,pitchfork04,22,-1,1,pitchfork,a,outdoor,0,pitchfork
54,707,pitchfork18,8,1,1,pitchfork,a,outdoor,1,pitchfork
55,122,pitchfork09,17,1,1,pitchfork,a,outdoor,1,pitchfork
56,82,bird15,11,1,1,bird,a,outdoor,1,bird
57,201,bird19,7,-1,1,bird,a,outdoor,0,bird
58,89,bird01,25,-1,1,bird,a,outdoor,0,bird
60,2055,bird08,18,-1,1,bird,a,outdoor,0,bird
61,2883,mailbox14,12,1,1,mailbox,a,outdoor,1,mailbox
62,1379,mailbox06,20,-1,1,mailbox,a,outdoor,0,mailbox
63,645,mailbox11,15,-1,1,mailbox,a,outdoor,0,mailbox
64,483,mailbox12,14,-1,1,mailbox,a,outdoor,0,mailbox
65,344,mailbox21,5,-1,1,mailbox,a,outdoor,0,mailbox
66,149,frog24,2,-1,1,frog,a,outdoor,0,frog
67,285,frog16,10,-1,1,frog,a,outdoor,0,frog
68,217,frog05,21,-1,1,frog,a,outdoor,0,frog
69,143,frog25,1,1,1,frog,a,outdoor,1,frog
70,68,frog03,23,-1,1,frog,a,outdoor,0,frog
71,76,cactus07,19,1,1,cactus,a,outdoor,1,cactus
72,2363,cactus13,13,-1,1,cactus,a,outdoor,0,cactus
73,349,cactus10,16,-1,1,cactus,a,outdoor,0,cactus
75,2723,cactus02,24,1,1,cactus,a,outdoor,1,cactus
76,117,bottle22,4,1,1,bottle,a,outdoor,1,bottle
77,164,bottle24,2,-1,1,bottle,a,outdoor,0,bottle
80,58,bottle06,20,-1,1,bottle,a,outdoor,0,bottle
82,113,ashtray09,17,-1,1,ashtray,a,outdoor,0,ashtray
84,109,ashtray12,14,-1,1,ashtray,a,outdoor,0,ashtray
85,258,ashtray08,18,-1,1,ashtray,a,outdoor,0,ashtray
86,120,mug07,19,-1,1,mug,a,outdoor,0,mug
87,467,mug13,13,1,1,mug,a,outdoor,1,mug
88,178,mug18,8,-1,1,mug,a,outdoor,0,mug
89,101,mug16,10,-1,1,mug,a,outdoor,0,mug
92,213,axe11,15,-1,1,axe,a,outdoor,0,axe
93,98,axe05,21,-1,1,axe,a,outdoor,0,axe
94,170,axe02,24,1,1,axe,a,outdoor,1,axe
96,604,package23,3,1,1,package,a,outdoor,1,package
97,264,package21,5,-1,1,package,a,outdoor,0,package
100,221,package20,6,-1,1,package,a,outdoor,0,package
1,293,soap18,8,-1,1,soap,a,indoor,0,soap
2,387,soap24,2,-1,1,soap,a,indoor,0,soap
3,410,soap03,23,-1,1,soap,a,indoor,0,soap
4,448,soap09,17,-1,1,soap,a,indoor,0,soap
6,1027,microwave10,16,-1,1,microwave,a,indoor,0,microwave
7,767,microwave21,5,1,1,microwave,a,indoor,1,microwave
8,1116,microwave23,3,1,1,microwave,a,indoor,1,microwave
9,726,microwave02,24,-1,1,microwave,a,indoor,0,microwave
10,414,microwave08,18,-1,1,microwave,a,indoor,0,microwave
11,975,lamp14,12,-1,1,lamp,a,indoor,0,lamp
12,254,lamp04,22,-1,1,lamp,a,indoor,0,lamp
13,996,lamp25,1,1,1,lamp,a,indoor,1,lamp
14,404,lamp20,6,1,1,lamp,a,indoor,1,lamp
15,338,lamp15,11,-1,1,lamp,a,indoor,0,lamp
16,870,firealarm22,4,1,1,firealarm,a,indoor,1,firealarm
17,890,firealarm12,14,1,1,firealarm,a,indoor,1,firealarm
18,1304,firealarm07,19,-1,1,firealarm,a,indoor,0,firealarm
19,835,firealarm19,7,-1,1,firealarm,a,indoor,0,firealarm
20,1710,firealarm01,25,1,1,firealarm,a,indoor,1,firealarm
21,519,candle11,15,-1,1,candle,a,indoor,0,candle
22,662,candle17,9,-1,1,candle,a,indoor,0,candle
23,367,candle06,20,-1,1,candle,a,indoor,0,candle
24,260,candle16,10,-1,1,candle,a,indoor,0,candle
25,2305,candle13,13,-1,1,candle,a,indoor,0,candle
26,1310,vase25,1,1,1,vase,a,indoor,1,vase
27,891,vase17,9,1,1,vase,a,indoor,1,vase
28,360,vase21,5,-1,1,vase,a,indoor,0,vase
29,1175,vase22,4,1,1,vase,a,indoor,1,vase
30,339,vase04,22,-1,1,vase,a,indoor,0,vase
31,996,kettle12,14,1,1,kettle,a,indoor,1,kettle
32,715,kettle19,7,-1,1,kettle,a,indoor,0,kettle
33,867,kettle23,3,1,1,kettle,a,indoor,1,kettle
34,457,kettle03,23,-1,1,kettle,a,indoor,0,kettle
35,1195,kettle01,25,-1,1,kettle,a,indoor,0,kettle
36,564,dvdplayer11,15,-1,1,dvdplayer,a,indoor,0,dvdplayer
37,2097,dvdplayer20,6,1,1,dvdplayer,a,indoor,1,dvdplayer
38,1092,dvdplayer13,13,-1,1,dvdplayer,a,indoor,0,dvdplayer
39,378,dvdplayer02,24,-1,1,dvdplayer,a,indoor,0,dvdplayer
40,477,dvdplayer05,21,-1,1,dvdplayer,a,indoor,0,dvdplayer
41,863,mouse14,12,-1,1,mouse,a,indoor,0,mouse
42,818,mouse24,2,1,1,mouse,a,indoor,1,mouse
43,985,mouse09,17,-1,1,mouse,a,indoor,0,mouse
44,677,mouse10,16,-1,1,mouse,a,indoor,0,mouse
45,588,mouse06,20,-1,1,mouse,a,indoor,0,mouse
46,406,pottedplant16,10,-1,1,pottedplant,a,indoor,0,pottedplant
47,2430,pottedplant18,8,1,1,pottedplant,a,indoor,1,pottedplant
48,551,pottedplant07,19,-1,1,pottedplant,a,indoor,0,pottedplant
49,801,pottedplant15,11,1,1,pottedplant,a,indoor,1,pottedplant
50,626,pottedplant08,18,-1,1,pottedplant,a,indoor,0,pottedplant
51,271,pitchfork20,6,1,1,pitchfork,a,outdoor,1,pitchfork
52,723,pitchfork04,22,1,1,pitchfork,a,outdoor,1,pitchfork
53,1815,pitchfork22,4,1,1,pitchfork,a,outdoor,1,pitchfork
54,262,pitchfork18,8,1,1,pitchfork,a,outdoor,1,pitchfork
55,835,pitchfork09,17,1,1,pitchfork,a,outdoor,1,pitchfork
56,635,bird15,11,-1,1,bird,a,outdoor,0,bird
57,1096,bird19,7,1,1,bird,a,outdoor,1,bird
58,708,bird01,25,-1,1,bird,a,outdoor,0,bird
59,244,bird23,3,1,1,bird,a,outdoor,1,bird
60,1301,bird08,18,1,1,bird,a,outdoor,1,bird
61,1067,mailbox14,12,-1,1,mailbox,a,outdoor,0,mailbox
62,702,mailbox06,20,-1,1,mailbox,a,outdoor,0,mailbox
63,1570,mailbox11,15,1,1,mailbox,a,outdoor,1,mailbox
64,1162,mailbox12,14,-1,1,mailbox,a,outdoor,0,mailbox
65,1137,mailbox21,5,1,1,mailbox,a,outdoor,1,mailbox
66,650,frog24,2,1,1,frog,a,outdoor,1,frog
67,311,frog16,10,-1,1,frog,a,outdoor,0,frog
68,2632,frog05,21,1,1,frog,a,outdoor,1,frog
69,336,frog25,1,-1,1,frog,a,outdoor,0,frog
70,656,frog03,23,-1,1,frog,a,outdoor,0,frog
71,883,cactus07,19,-1,1,cactus,a,outdoor,0,cactus
72,1855,cactus13,13,1,1,cactus,a,outdoor,1,cactus
73,1656,cactus10,16,1,1,cactus,a,outdoor,1,cactus
74,325,cactus17,9,-1,1,cactus,a,outdoor,0,cactus
75,1392,cactus02,24,1,1,cactus,a,outdoor,1,cactus
76,1238,bottle22,4,1,1,bottle,a,outdoor,1,bottle
77,390,bottle24,2,1,1,bottle,a,outdoor,1,bottle
78,699,bottle03,23,1,1,bottle,a,outdoor,1,bottle
79,1763,bottle25,1,1,1,bottle,a,outdoor,1,bottle
80,887,bottle06,20,1,1,bottle,a,outdoor,1,bottle
81,461,ashtray17,9,-1,1,ashtray,a,outdoor,0,ashtray
82,292,ashtray09,17,-1,1,ashtray,a,outdoor,0,ashtray
83,874,ashtray01,25,1,1,ashtray,a,outdoor,1,ashtray
84,330,ashtray12,14,1,1,ashtray,a,outdoor,1,ashtray
85,292,ashtray08,18,1,1,ashtray,a,outdoor,1,ashtray
86,1041,mug07,19,1,1,mug,a,outdoor,1,mug
88,294,mug18,8,1,1,mug,a,outdoor,1,mug
89,204,mug16,10,-1,1,mug,a,outdoor,0,mug
90,489,mug04,22,-1,1,mug,a,outdoor,0,mug
91,624,axe10,16,1,1,axe,a,outdoor,1,axe
92,286,axe11,15,-1,1,axe,a,outdoor,0,axe
93,1174,axe05,21,-1,1,axe,a,outdoor,0,axe
94,309,axe02,24,-1,1,axe,a,outdoor,0,axe
95,1157,axe15,11,1,1,axe,a,outdoor,1,axe
96,651,package23,3,1,1,package,a,outdoor,1,package
97,1008,package21,5,1,1,package,a,outdoor,1,package
98,1107,package19,7,1,1,package,a,outdoor,1,package
99,321,package14,12,1,1,package,a,outdoor,1,package
100,728,package20,6,-1,1,package,a,outdoor,0,package
1,213,soap18,8,-1,1,soap,a,indoor,0,soap
2,368,soap24,2,-1,1,soap,a,indoor,0,soap
3,635,soap03,23,-1,1,soap,a,indoor,0,soap
4,609,soap09,17,-1,1,soap,a,indoor,0,soap
5,546,soap05,21,-1,1,soap,a,indoor,0,soap
6,588,microwave10,16,-1,1,microwave,a,indoor,0,microwave
7,12,microwave21,5,-1,1,microwave,a,indoor,0,microwave
8,1166,microwave23,3,-1,1,microwave,a,indoor,0,microwave
9,432,microwave02,24,-1,1,microwave,a,indoor,0,microwave
10,370,microwave08,18,-1,1,microwave,a,indoor,0,microwave
11,29,lamp14,12,1,1,lamp,a,indoor,1,lamp
12,367,lamp04,22,-1,1,lamp,a,indoor,0,lamp
13,267,lamp25,1,1,1,lamp,a,indoor,1,lamp
14,318,lamp20,6,-1,1,lamp,a,indoor,0,lamp
15,297,lamp15,11,-1,1,lamp,a,indoor,0,lamp
16,680,firealarm22,4,-1,1,firealarm,a,indoor,0,firealarm
17,275,firealarm12,14,-1,1,firealarm,a,indoor,0,firealarm
18,394,firealarm07,19,-1,1,firealarm,a,indoor,0,firealarm
19,1957,firealarm19,7,-1,1,firealarm,a,indoor,0,firealarm
20,996,firealarm01,25,-1,1,firealarm,a,indoor,0,firealarm
21,412,candle11,15,-1,1,candle,a,indoor,0,candle
22,567,candle17,9,-1,1,candle,a,indoor,0,candle
23,261,candle06,20,-1,1,candle,a,indoor,0,candle
24,277,candle16,10,-1,1,candle,a,indoor,0,candle
25,515,candle13,13,-1,1,candle,a,indoor,0,candle
26,241,vase25,1,1,1,vase,a,indoor,1,vase
27,127,vase17,9,1,1,vase,a,indoor,1,vase
28,226,vase21,5,-1,1,vase,a,indoor,0,vase
29,151,vase22,4,-1,1,vase,a,indoor,0,vase
30,2461,vase04,22,-1,1,vase,a,indoor,0,vase
31,434,kettle12,14,-1,1,kettle,a,indoor,0,kettle
33,313,kettle23,3,-1,1,kettle,a,indoor,0,kettle
34,436,kettle03,23,-1,1,kettle,a,indoor,0,kettle
35,492,kettle01,25,-1,1,kettle,a,indoor,0,kettle
36,720,dvdplayer11,15,-1,1,dvdplayer,a,indoor,0,dvdplayer
37,1040,dvdplayer20,6,1,1,dvdplayer,a,indoor,1,dvdplayer
38,399,dvdplayer13,13,-1,1,dvdplayer,a,indoor,0,dvdplayer
39,505,dvdplayer02,24,-1,1,dvdplayer,a,indoor,0,dvdplayer
40,425,dvdplayer05,21,-1,1,dvdplayer,a,indoor,0,dvdplayer
41,610,mouse14,12,-1,1,mouse,a,indoor,0,mouse
42,827,mouse24,2,1,1,mouse,a,indoor,1,mouse
43,279,mouse09,17,-1,1,mouse,a,indoor,0,mouse
44,634,mouse10,16,-1,1,mouse,a,indoor,0,mouse
45,352,mouse06,20,-1,1,mouse,a,indoor,0,mouse
46,222,pottedplant16,10,1,1,pottedplant,a,indoor,1,pottedplant
47,6,pottedplant18,8,1,1,pottedplant,a,indoor,1,pottedplant
48,1111,pottedplant07,19,-1,1,pottedplant,a,indoor,0,pottedplant
49,271,pottedplant15,11,-1,1,pottedplant,a,indoor,0,pottedplant
50,561,pottedplant08,18,-1,1,pottedplant,a,indoor,0,pottedplant
51,328,pitchfork20,6,1,1,pitchfork,a,outdoor,1,pitchfork
52,703,pitchfork04,22,-1,1,pitchfork,a,outdoor,0,pitchfork
53,1426,pitchfork22,4,-1,1,pitchfork,a,outdoor,0,pitchfork
54,231,pitchfork18,8,1,1,pitchfork,a,outdoor,1,pitchfork
55,212,pitchfork09,17,1,1,pitchfork,a,outdoor,1,pitchfork
56,2501,bird15,11,-1,1,bird,a,outdoor,0,bird
57,280,bird19,7,-1,1,bird,a,outdoor,0,bird
58,452,bird01,25,-1,1,bird,a,outdoor,0,bird
59,323,bird23,3,1,1,bird,a,outdoor,1,bird
60,254,bird08,18,1,1,bird,a,outdoor,1,bird
61,254,mailbox14,12,-1,1,mailbox,a,outdoor,0,mailbox
62,226,mailbox06,20,-1,1,mailbox,a,outdoor,0,mailbox
63,336,mailbox11,15,-1,1,mailbox,a,outdoor,0,mailbox
64,532,mailbox12,14,-1,1,mailbox,a,outdoor,0,mailbox
65,256,mailbox21,5,1,1,mailbox,a,outdoor,1,mailbox
66,285,frog24,2,-1,1,frog,a,outdoor,0,frog
67,744,frog16,10,-1,1,frog,a,outdoor,0,frog
68,871,frog05,21,-1,1,frog,a,outdoor,0,frog
69,253,frog25,1,-1,1,frog,a,outdoor,0,frog
70,158,frog03,23,1,1,frog,a,outdoor,1,frog
71,813,cactus07,19,1,1,cactus,a,outdoor,1,cactus
72,608,cactus13,13,1,1,cactus,a,outdoor,1,cactus
73,350,cactus10,16,1,1,cactus,a,outdoor,1,cactus
74,282,cactus17,9,1,1,cactus,a,outdoor,1,cactus
75,265,cactus02,24,-1,1,cactus,a,outdoor,0,cactus
76,924,bottle22,4,-1,1,bottle,a,outdoor,0,bottle
77,306,bottle24,2,-1,1,bottle,a,outdoor,0,bottle
78,315,bottle03,23,1,1,bottle,a,outdoor,1,bottle
79,1265,bottle25,1,-1,1,bottle,a,outdoor,0,bottle
80,1359,bottle06,20,-1,1,bottle,a,outdoor,0,bottle
81,333,ashtray17,9,1,1,ashtray,a,outdoor,1,ashtray
82,255,ashtray09,17,1,1,ashtray,a,outdoor,1,ashtray
83,553,ashtray01,25,-1,1,ashtray,a,outdoor,0,ashtray
84,142,ashtray12,14,1,1,ashtray,a,outdoor,1,ashtray
85,326,ashtray08,18,-1,1,ashtray,a,outdoor,0,ashtray
86,250,mug07,19,-1,1,mug,a,outdoor,0,mug
87,932,mug13,13,-1,1,mug,a,outdoor,0,mug
88,271,mug18,8,1,1,mug,a,outdoor,1,mug
89,603,mug16,10,-1,1,mug,a,outdoor,0,mug
90,225,mug04,22,-1,1,mug,a,outdoor,0,mug
91,280,axe10,16,-1,1,axe,a,outdoor,0,axe
92,15,axe11,15,1,1,axe,a,outdoor,1,axe
93,96,axe05,21,-1,1,axe,a,outdoor,0,axe
94,1017,axe02,24,1,1,axe,a,outdoor,1,axe
95,390,axe15,11,-1,1,axe,a,outdoor,0,axe
96,520,package23,3,1,1,package,a,outdoor,1,package
97,698,package21,5,-1,1,package,a,outdoor,0,package
98,248,package19,7,-1,1,package,a,outdoor,0,package
99,559,package14,12,1,1,package,a,outdoor,1,package
100,501,package20,6,1,1,package,a,outdoor,1,package
1,361,soap18,8,-1,1,soap,a,indoor,0,soap
2,560,soap24,2,1,1,soap,a,indoor,1,soap
3,372,soap03,23,-1,1,soap,a,indoor,0,soap
4,252,soap09,17,-1,1,soap,a,indoor,0,soap
5,587,soap05,21,-1,1,soap,a,indoor,0,soap
6,209,microwave10,16,1,1,microwave,a,indoor,1,microwave
7,550,microwave21,5,1,1,microwave,a,indoor,1,microwave
8,1008,microwave23,3,1,1,microwave,a,indoor,1,microwave
9,1046,microwave02,24,-1,1,microwave,a,indoor,0,microwave
10,1368,microwave08,18,-1,1,microwave,a,indoor,0,microwave
11,434,lamp14,12,1,1,lamp,a,indoor,1,lamp
12,870,lamp04,22,-1,1,lamp,a,indoor,0,lamp
13,1246,lamp25,1,-1,1,lamp,a,indoor,0,lamp
14,301,lamp20,6,-1,1,lamp,a,indoor,0,lamp
15,326,lamp15,11,-1,1,lamp,a,indoor,0,lamp
16,851,firealarm22,4,-1,1,firealarm,a,indoor,0,firealarm
17,379,firealarm12,14,-1,1,firealarm,a,indoor,0,firealarm
19,301,firealarm19,7,-1,1,firealarm,a,indoor,0,firealarm
20,318,firealarm01,25,1,1,firealarm,a,indoor,1,firealarm
21,551,candle11,15,-1,1,candle,a,indoor,0,candle
22,204,candle17,9,-1,1,candle,a,indoor,0,candle
23,203,candle06,20,-1,1,candle,a,indoor,0,candle
24,1608,candle16,10,1,1,candle,a,indoor,1,candle
25,216,candle13,13,-1,1,candle,a,indoor,0,candle
26,587,vase25,1,1,1,vase,a,indoor,1,vase
27,247,vase17,9,-1,1,vase,a,indoor,0,vase
28,1314,vase21,5,1,1,vase,a,indoor,1,vase
29,413,vase22,4,-1,1,vase,a,indoor,0,vase
30,395,vase04,22,-1,1,vase,a,indoor,0,vase
31,320,kettle12,14,-1,1,kettle,a,indoor,0,kettle
32,195,kettle19,7,-1,1,kettle,a,indoor,0,kettle
33,853,kettle23,3,-1,1,kettle,a,indoor,0,kettle
34,1756,kettle03,23,1,1,kettle,a,indoor,1,kettle
35,374,kettle01,25,-1,1,kettle,a,indoor,0,kettle
36,189,dvdplayer11,15,-1,1,dvdplayer,a,indoor,0,dvdplayer
37,229,dvdplayer20,6,1,1,dvdplayer,a,indoor,1,dvdplayer
38,667,dvdplayer13,13,1,1,dvdplayer,a,indoor,1,dvdplayer
39,282,dvdplayer02,24,-1,1,dvdplayer,a,indoor,0,dvdplayer
40,427,dvdplayer05,21,-1,1,dvdplayer,a,indoor,0,dvdplayer
41,253,mouse14,12,-1,1,mouse,a,indoor,0,mouse
42,351,mouse24,2,-1,1,mouse,a,indoor,0,mouse
43,217,mouse09,17,-1,1,mouse,a,indoor,0,mouse
44,229,mouse10,16,-1,1,mouse,a,indoor,0,mouse
45,197,mouse06,20,-1,1,mouse,a,indoor,0,mouse
46,228,pottedplant16,10,-1,1,pottedplant,a,indoor,0,pottedplant
47,288,pottedplant18,8,-1,1,pottedplant,a,indoor,0,pottedplant
48,238,pottedplant07,19,-1,1,pottedplant,a,indoor,0,pottedplant
49,636,pottedplant15,11,-1,1,pottedplant,a,indoor,0,pottedplant
50,214,pottedplant08,18,-1,1,pottedplant,a,indoor,0,pottedplant
51,138,pitchfork20,6,1,1,pitchfork,a,outdoor,1,pitchfork
52,174,pitchfork04,22,-1,1,pitchfork,a,outdoor,0,pitchfork
53,236,pitchfork22,4,1,1,pitchfork,a,outdoor,1,pitchfork
54,159,pitchfork18,8,-1,1,pitchfork,a,outdoor,0,pitchfork
55,521,pitchfork09,17,-1,1,pitchfork,a,outdoor,0,pitchfork
56,69,bird15,11,-1,1,bird,a,outdoor,0,bird
57,234,bird19,7,-1,1,bird,a,outdoor,0,bird
58,270,bird01,25,1,1,bird,a,outdoor,1,bird
59,281,bird23,3,1,1,bird,a,outdoor,1,bird
60,621,bird08,18,-1,1,bird,a,outdoor,0,bird
62,863,mailbox06,20,-1,1,mailbox,a,outdoor,0,mailbox
63,318,mailbox11,15,-1,1,mailbox,a,outdoor,0,mailbox
64,262,mailbox12,14,-1,1,mailbox,a,outdoor,0,mailbox
65,367,mailbox21,5,1,1,mailbox,a,outdoor,1,mailbox
66,182,frog24,2,-1,1,frog,a,outdoor,0,frog
67,737,frog16,10,-1,1,frog,a,outdoor,0,frog
68,1131,frog05,21,1,1,frog,a,outdoor,1,frog
69,697,frog25,1,1,1,frog,a,outdoor,1,frog
70,384,frog03,23,-1,1,frog,a,outdoor,0,frog
71,312,cactus07,19,-1,1,cactus,a,outdoor,0,cactus
72,1134,cactus13,13,1,1,cactus,a,outdoor,1,cactus
73,220,cactus10,16,-1,1,cactus,a,outdoor,0,cactus
74,1094,cactus17,9,1,1,cactus,a,outdoor,1,cactus
75,927,cactus02,24,1,1,cactus,a,outdoor,1,cactus
76,204,bottle22,4,-1,1,bottle,a,outdoor,0,bottle
77,191,bottle24,2,1,1,bottle,a,outdoor,1,bottle
78,221,bottle03,23,1,1,bottle,a,outdoor,1,bottle
79,372,bottle25,1,-1,1,bottle,a,outdoor,0,bottle
80,163,bottle06,20,-1,1,bottle,a,outdoor,0,bottle
81,215,ashtray17,9,-1,1,ashtray,a,outdoor,0,ashtray
83,290,ashtray01,25,-1,1,ashtray,a,outdoor,0,ashtray
84,808,ashtray12,14,1,1,ashtray,a,outdoor,1,ashtray
85,541,ashtray08,18,-1,1,ashtray,a,outdoor,0,ashtray
86,203,mug07,19,-1,1,mug,a,outdoor,0,mug
87,227,mug13,13,-1,1,mug,a,outdoor,0,mug
88,405,mug18,8,-1,1,mug,a,outdoor,0,mug
89,176,mug16,10,-1,1,mug,a,outdoor,0,mug
90,810,mug04,22,-1,1,mug,a,outdoor,0,mug
91,156,axe10,16,-1,1,axe,a,outdoor,0,axe
92,760,axe11,15,-1,1,axe,a,outdoor,0,axe
94,520,axe02,24,-1,1,axe,a,outdoor,0,axe
95,108,axe15,11,-1,1,axe,a,outdoor,0,axe
